sep=;
Population size: 1000
Generation amount: 1000
Crossing probability: 0,7
Mutation probability: 0,1
Tournament parameter: 50


Deviation : 13515,0665436097
PopulationNumber;Best;Average;Worst
400;-568338,845440002;-591611,646372202;-630988,433405315
401;-567900,799616929;-591759,530344321;-632215,856702099
402;-567637,958754431;-591187,237386727;-634817,241111526
403;-567017,698259842;-590724,390114637;-634847,467297497
404;-566561,999692137;-590577,035767862;-630892,793532882
405;-566660,24126294;-590578,396220825;-636247,539974181
406;-565376,986041626;-590030,783648078;-633256,278699562
407;-565358,552467926;-588387,06681932;-630894,113270058
408;-564484,560400378;-587851,432675695;-629291,672551877
409;-564180,746464155;-587666,873956196;-632975,322181936
410;-563945,845228025;-587191,731477963;-628608,459697453
411;-562710,593283672;-587227,799416929;-631149,965944164
412;-562929,263840748;-586595,739727758;-632737,404996007
413;-562770,262423125;-586030,679109401;-625159,435182975
414;-561614,111934937;-585759,964797615;-626925,38568061
415;-561432,882737621;-585644,330237544;-626157,76631879
416;-561504,66473141;-585385,977580094;-627824,369700875
417;-560971,311198107;-584815,368880452;-628609,547723117
418;-560792,543439026;-584180,597529607;-625496,833650005
419;-560958,504252303;-584021,446514114;-623297,583818407
420;-560743,978108937;-584167,296198274;-627064,469211309
421;-560274,116168734;-584701,497012803;-625945,065739523
422;-559642,863563136;-584595,279919419;-626772,121660083
423;-559642,947876346;-584219,374848744;-627949,541867577
424;-558992,745453799;-584177,001333481;-629138,245488839
425;-559352,886716971;-583737,222255932;-625037,653605477
426;-558659,400635525;-583791,36761013;-625327,261438983
427;-558592,456305142;-582448,990998441;-622528,280974719
428;-558079,940117213;-581682,431894406;-622432,729998299
429;-557069,146592986;-581483,436698182;-625068,633705137
430;-556514,331682157;-581175,816702208;-626945,481431637
431;-555855,528039149;-579972,210487247;-619705,954206869
432;-555612,158676498;-579544,812623829;-622230,870908846
433;-555987,395334094;-579478,623798297;-624461,836671606
434;-555500,469185075;-579272,748533446;-620696,922942262
435;-555392,01909334;-578972,862920906;-620187,566674674
436;-555241,193412379;-578231,694757491;-619063,495566289
437;-554981,988422144;-578091,601821023;-620042,32839052
438;-554077,992634314;-577684,740398421;-618932,910963412
439;-553854,221240452;-577858,673462107;-616844,119579554
440;-553444,270899526;-577210,992108637;-618544,741149999
441;-553284,432821797;-576438,287921462;-618473,527076454
442;-552707,351654018;-576579,752338522;-621189,392654738
443;-552186,266919557;-575538,188255572;-616785,637043361
444;-551984,930086309;-575184,392217838;-616051,845498674
